month,long_return,short_return,long_short_return
2010-03,0.007867379323797967,0.059422362075730775,-0.05155498275193281
2010-04,-0.07752007284156937,-0.10345927426890521,0.025939201427335842
2010-05,-0.04154687614079618,-0.10408904932307504,0.06254217318227887
2010-06,0.061892370338996604,0.1391021421754475,-0.07720977183645089
2010-07,-0.03516743755496259,-0.07381829041987407,0.03865085286491148
2010-08,0.08766715361089233,0.10020831115572769,-0.012541157544835355
2010-09,0.030395045330303665,0.03131528214946863,-0.0009202368191649664
2010-10,-0.00042377985598121993,0.04171659178638009,-0.04214037164236131
2010-11,0.05313929490297624,0.04345936426731553,0.009679930635660708
2010-12,0.023619203329386728,-0.02792655183655897,0.0515457551659457
2011-01,0.04522572893032781,0.04870522055751811,-0.003479491627190301
2011-02,0.002785452716048098,0.018487198507595688,-0.01570174579154759
2011-03,0.03032653248248286,0.03279734951865868,-0.002470817036175823
2011-04,-0.008645206128505728,-0.029796864453168197,0.021151658324662467
2011-05,-0.01661546026621054,-0.030909583342654205,0.014294123076443666
2011-06,-0.03249552484481898,-0.01391861595566147,-0.018576908889157515
2011-07,-0.02375308527754365,-0.05242151665185102,0.028668431374307368
2011-08,-0.09106686255616314,-0.1043487063423846,0.013281843786221464
2011-09,0.1465813098044521,0.12220558534785787,0.024375724456594236
2011-10,0.010940566364283914,-0.024031911428419706,0.03497247779270362
2011-11,0.011698144030139182,-0.04269125976404485,0.054389403794184034
2011-12,0.03789169905948226,0.11286744057008967,-0.0749757415106074
2012-01,0.020711024351909288,0.033446167992486266,-0.012735143640576978
2012-02,0.031060876308572946,0.009936724213493878,0.02112415209507907
2012-03,0.0023567634668375543,-0.057739026268432046,0.0600957897352696
2012-04,-0.05746091175181444,-0.06591915421533387,0.008458242463519429
2012-05,0.04731508470552936,0.035260978480667775,0.012054106224861583
2012-06,0.01381621721629815,-0.009887882031241042,0.02370409924753919
2012-07,0.016500766945610267,0.031914417240943516,-0.015413650295333248
2012-08,0.03132583100158791,0.03291732913070636,-0.0015914981291184488
2012-09,-0.0026380739229409766,-0.020412985659787344,0.017774911736846366
2012-10,0.009982824756873404,0.0038465485528799133,0.00613627620399349
2012-11,0.021521821395418528,0.011437852073551113,0.010083969321867415
2012-12,0.05776645671434188,0.0917552544145177,-0.03398879770017583
2013-01,0.01230210389788481,0.028502420999196917,-0.016200317101312107
2013-02,0.025919228957628788,0.07460371414693419,-0.048684485189305404
2013-03,0.02428153739348112,0.020982266613662467,0.003299270779818654
2013-04,0.03408058809513496,0.058475822092172725,-0.024395233997037767
2013-05,-0.012161068381923113,-0.038062630719373956,0.02590156233745084
2013-06,0.05444377520171543,0.07520740489914542,-0.020763629697429987
2013-07,-0.04126430256287598,0.021554549030636153,-0.06281885159351214
2013-08,0.026087839401973463,0.008094837622834838,0.017993001779138623
2013-09,0.036030656876967146,-0.032731976054666885,0.06876263293163404
2013-10,0.03168778505815064,0.03054263162340702,0.001145153434743619
2013-11,0.023464313784210895,0.0484633141538418,-0.024999000369630906
2013-12,-0.03757487512871726,-0.01137368870460239,-0.02620118642411487
2014-01,0.03670449958211732,0.10128278796452468,-0.06457828838240737
2014-02,0.019693783638987602,-0.06642491617782938,0.08611869981681698
2014-03,0.011004600978930254,-0.08797475141330902,0.09897935239223928
2014-04,0.019141343325006013,0.01576103219575023,0.0033803111292557836
2014-05,0.013862685217566739,0.07060018521222099,-0.056737499994654245
2014-06,-0.014449256992436226,-0.06696015050333515,0.05251089351089892
2014-07,0.0388653825218751,0.027099312891365687,0.011766069630509416
2014-08,-0.011362259594167352,-0.04605826676563441,0.03469600717146706
2014-09,0.023822351112522257,-0.0030962195046137686,0.026918570617136026
2014-10,0.032659487065392914,0.01000334598794857,0.022656141077444344
2014-11,0.0025452193206805815,-0.01673641699942237,0.01928163632010295
2014-12,-0.029848923730137006,-0.04685782526198419,0.017008901531847184
2015-01,0.07210442696461769,0.07900006546931894,-0.006895638504701249
2015-02,-0.0010354410965996536,-0.015728772055610313,0.01469333095901066
2015-03,0.02685770909736803,-0.03751526430851141,0.06437297340587944
2015-04,0.017640726480246855,-0.01455251119307802,0.032193237673324875
2015-05,-0.024868060745182885,-0.020210811832783383,-0.004657248912399502
2015-06,0.001494787708273249,-0.016576483530356758,0.018071271238630008
2015-07,-0.056178398404602974,-0.028656187692752053,-0.02752221071185092
2015-08,-0.0342653320770562,-0.127595153745119,0.0933298216680628
2015-09,0.07583026106008445,0.03692476136130774,0.038905499698776706
2015-10,0.0117403150124176,0.009796458258271962,0.0019438567541456373
2015-11,-0.012866729201883175,-0.005179375076872904,-0.007687354125010272
2015-12,-0.054095567386061576,-0.11576779875994557,0.061672231373883994
2016-01,0.006941717503345555,0.011573865959712822,-0.004632148456367267
2016-02,0.06421095316697185,0.0863722908894165,-0.02216133772244465
2016-03,-3.9328707789943734e-05,0.16957442897874228,-0.16961375768653222
2016-04,0.023626771652303747,-0.0336934117695072,0.057320183421810944
2016-05,0.017739977502408206,0.0018835436693179477,0.01585643383309026
2016-06,0.04515450413319832,0.07388988556242217,-0.028735381429223848
2016-07,0.011444927870538439,-0.0009410085838540834,0.012385936454392522
